name,openinghour,price_level,image,rating,description,lat,lon,phone,address,website,place_id,category,postcode
Vue de monde,"Monday: Closed | Tuesday: Closed | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 12:00 – 4:00 PM, 6:00 PM – 12:00 AM | Saturday: 12:00 – 4:00 PM, 6:00 PM – 12:00 AM | Sunday: 12:00 – 4:00 PM, 6:00 PM – 12:00 AM",very_expensive,https://places.googleapis.com/v1/places%2FChIJ4_Vc6dZC1moRlwIXnmb2SgA%2Fphotos%2FAciIO2enhTZL1SQ-hcOgQQLKO_6Sf02sDOwR8bonHTGLklP8WCvTCnbqsocjHJyFSxhkrFqGENrFf2KUffxA7GudzJap6sDMHRU27lYj_GVE1BSeijPC0bFHBCDHuYSww7Zdb1ytNrwQatOmc9_fgXGmE-6bpR8NDiufuEU4oL7-ntfriQigtt2UBJu2-PS46NrFO_d36sVy_djSe42t6I-dDQKIxL0GSmctlYUOSldrp9I7wSmA9HeJ2H6XuxMd3I0tyhbfQK3OL6xbpMx9am5j6NnWhmeMpE8mRFS1RepHpWLLqg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.7,"Elegant fine dining restaurant in the Rialto building, with tasting menus and sweeping city views.",-37.8187,144.9576,(03) 9691 3888,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",http://www.vuedemonde.com.au/,ChIJ4_Vc6dZC1moRlwIXnmb2SgA,Other,3000
Rare Steakhouse Downtown,"Monday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Tuesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Friday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 5:00 – 10:00 PM",expensive,https://places.googleapis.com/v1/places%2FChIJd4Tekk1d1moRmWbT07fDU6c%2Fphotos%2FAciIO2fygDLzHRnOojUXt7dHWnEOzAJxKBWxaBvvMtTpBSeD9Wzy9h1N6X_vUa6mCG05PFVIIn6KWhO4nBs6JRgkivG6-JBUZTuYOaz1g5WZAvr7XsNiwXiA5G2z8Px014GlcDpW4cIFE6vBxNw0Eh9z57w28dUvp4nWVxn0Ihk4bvZCdJf2y80lVm9qIdJ9AEqusDmjQaur64PZxBTi4GdOLdrHJHb1wfaXseOICdU7FvYL2B2ZsundXrCI5d2joEZmUv0ei6MaUypgIaSuL0FLnCuRXjAdmTP_uyszhQuVmLrmrQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Spacious, fashionable restaurant serving chargrilled steaks and matched local wine.",-37.8191552,144.9572031,(03) 9620 9888,"42-44 King St, Melbourne VIC 3000, Australia",http://www.raresteakhouse.com.au/,ChIJd4Tekk1d1moRmWbT07fDU6c,Steakhouse,3000
Grain Store,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJEcl3801d1moRgOGlD-vbemk%2Fphotos%2FAciIO2dY0WsIKIpxM_ooQeMIaC974fHbmx8tofblrDjowYMZLVA3rjDOc7EY5ygkD4MkxJTkXcK1uLuwsKKETGHceGD2CEEbbXTAJA1athBViQ0k8U6Tr0QC5OmMWuel8tXXaSuiuU87Vu_W6-rcKsApWawG-HCl6iMqM0zrWmyqzpJBnfWzYR8eLMwABP8fcbfnKKsHyU1-MNBg7Ah8gRWvMXlsgG-GFXeW7ixSnHOi3RPwH-ygywf9P10uzAkWDOZoW2hhgS-7Xj5UzfcxLLdgxQwFnjYeoq4r-nP0XBMvKUoRLg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,Smart spot for speciality coffee and meals in a bright space with industrial looks and a homey vibe.,-37.8196089,144.9566558,(03) 9972 6993,"517 Flinders Ln, Melbourne VIC 3000, Australia",http://www.grainstore.com.au/,ChIJEcl3801d1moRgOGlD-vbemk,Other,3000
The Hardware Socit,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJGTbCqEpd1moRvbLaxevnLtw%2Fphotos%2FAciIO2eT5zDvfuuKcp0xhk944wwffl_b7ERXGlCzC122WikMQFl-2C8pMq_9wPvWifVxnxc2VXPf34hBZ7rler_Jrq9A4Y4i6ylXFiikIfy4Wgdga9qj52kfZ842_TwY_dMZvgNQ9tQYPq9O8S3_4x0Mu27AI0bXmAdF98mvJbqoMvZu1nkitBuNTn0YVr8yEDKi8X5DTw77vA02kXZSWiNVnNwVTlsQCHGjKdji9wBGbj5rr0AGvSq3Pi7-i_UOmCnDLeq299lqpnABG7PVHrX4xdUsPfkNxLFUlwp76UHdXttUtw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"French toast and baked eggs are staples at this compact, rustic-chic breakfast cafe with warm vibe.",-37.8200386,144.9566619,(03) 9471 1448,"10 Katherine Pl, Melbourne VIC 3000, Australia",http://hardwaresociete.com/,ChIJGTbCqEpd1moRvbLaxevnLtw,French,3000
Restaurant 1903,Monday: 5:00 – 9:30 PM | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 9:30 PM | Thursday: 5:00 – 9:30 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: 5:00 – 9:30 PM,inexpensive,https://places.googleapis.com/v1/places%2FChIJlVbz5VFd1moRBbVdFgoTEVI%2Fphotos%2FAciIO2c_1pWKEmlqFE4OefYJGrK5L0A_B7ojsuCh_-yAqP3YfZG7xQmzDrouitVt-Tv1klJW_ZccnAPn7FT0XoqUwiH5nqRBHfV2eDNJJ7HE3wConx0glFjklFVTSRIQjwBzdi00WkI9E3mJJ1gbxspbXdcG2D4ShJs3e6s4Bq1MSwd34MZeNOkVUYwlCy-MCOXbJm1ROHqAe6lgtcepIOkiH8nYD_834zJtOWN_BAYhUtN2CgraV5GWP1X2Xdv05x3vokbmNWvJM6Qy2aRvl-3UGJx2lTFxPxddmrZ-qxk9tbNnzYXzC2dqyE3BpNCAVuaeJ_gzBbtR2w6smsc1u6FMfnKfmbqTrnu301cdiV8p2QEOS78bhhdq6zIIEyYO9FN1_rBfutrX-jFDu1hBD436eZ0oa2_3XXbqs8TWfSNYIB-zBpx_/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Visited Restaurant 1903 for dinner tonight with my family and had such a wonderful experience! The food was absolutely delicious and beautifully presented. We started with a platter for entrée featuring calamari, prawns, and grilled chicken — every bite was full of flavour and cooked to perfection. For mains, we tried the steak, lamb, and chicken parmi. Each dish was exquisite, tender, and seasoned just right. The happy hour was also a highlight with a great selection of beers, wines, and cocktails — something for everyone. The atmosphere was warm and inviting, and the service was friendly and attentive throughout the evening. Highly recommend this place for anyone looking for a satisfying meal and a relaxed vibe in the city. We’ll definitely be back! | The foods and drinks are amazing as well as service!! The restaurant owners are also super nice! I’ve visited here couple times during my trip and will definitely come back for next time. Really recommend this place 👍🏻",-37.8197414,144.9547522,(03) 9614 2565,"44 Spencer St, Melbourne VIC 3000, Australia",https://restaurant1903.com.au/,ChIJlVbz5VFd1moRBbVdFgoTEVI,Other,3000
Cherry and Twigs,Monday: 6:30 AM – 2:30 PM | Tuesday: 6:30 AM – 2:30 PM | Wednesday: 6:30 AM – 2:30 PM | Thursday: 6:30 AM – 2:30 PM | Friday: 6:30 AM – 2:30 PM | Saturday: 7:30 AM – 2:00 PM | Sunday: 7:30 AM – 2:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJJbxbHVJd1moRlmxHO37SS70%2Fphotos%2FAciIO2eM0NlQXXeZ78WkjFDbb3AruiYVpjiFdIIGylbuPgcl-Gbcjv1GrE8vfpLpH8gV_w924A4UGOM9jhsrJaunp258KjA48tVwvxRa-Z6InAnyqlRBqQBVDl-EZTEKI71y9noNUlzZvncNmIB_QDBNH-itRN9eVscwTgd8OILgoNhuarGFKGk2Ec7o2uhqNSBznMCZwsWxr84yXc_Npk099lQjJJizuIltqUadLfOCIU4qCi5Snhl4dX7jVxmBw3FIsT2filVGw6sktB_QbnyUVVdgorL0WPy9z7WFsXE-zWkfO44bnk0iEiQVV_dvaqJ8G31MPwfdckfR1kuCVesdiKYKI97TBTvnbDlRr1-Ri8OzbYPtUFoYEmqeuoZj7cV3uaOYo3aa3boRnt2bU8KoEIU5lIw4ha362mqhQ1r--VSVEQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Single-origin coffee and brekkie in a hip, spacious cafe with a black ceiling and wooden tables.",-37.8200371,144.9557317,(03) 9614 7096,"Shop 1B/555 Flinders Ln, Melbourne VIC 3000, Australia",http://www.cherryandtwigs.com.au/,ChIJJbxbHVJd1moRlmxHO37SS70,Cafe/Brunch,3000
City Kebabs,Monday: 10:30 AM – 4:00 AM | Tuesday: 10:30 AM – 4:00 AM | Wednesday: 10:30 AM – 4:00 AM | Thursday: 10:30 AM – 4:00 AM | Friday: 10:30 AM – 6:00 AM | Saturday: 10:30 AM – 6:00 AM | Sunday: 10:30 AM – 4:00 AM,inexpensive,https://places.googleapis.com/v1/places%2FChIJJaylGVJd1moRjyu89QjaLrg%2Fphotos%2FAciIO2dctWmu2DMGuH9uoyINXNMWQBmUNS50Wikq51HAZkQwIi6dlGh7XCbP00ajjwU3gggi_nGkfseK4WU_n_AsQFeqfC9HTONgu3e0-Qo3Qg4UeYubVmmWyi8y_hdfveA-hKBCy6oZiS8k0aPwkNgaKZ9HErqkLThhFAPqikw4rsjUqhokZCtZDkFvUp_gpKABZBRGaUhkILjpVy5pWVNn74P0s7cG0PDHdqv3FuZWjyGrsr7IZijmzGXbtR5xS9t51DDo7SQkQUrxALruIBJgHALmOl5Sc6cnefLwwSjEHwTaTIZwoDwJ3jTkJD7pxR9rgn5AyHp141Jd02uRdcnjyJSKGgJo2ca-btN1g_1Jq3ehTNAJP08vEX1Vz-NmvyQps6Dqy5NX5bKT9_gM4y47rWUQ5SPafMnepO4RrNweMqStjg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.1,"I was craving meat and salad and Viva Kebabs came highly recommended. The place is clearly popular, there were plenty of people seated inside when I was there and plenty ordering takeaway too, even the cafe is not in what you’d call the busiest part of town. I ordered mixed chicken and lamb, sauce on the side, with salad and a few randomly sprinkled jalapeños on top. I have rarely chosen this wisely. The meat was fantastic. Fresh as a daisy and really tender and nicely flavoured. The salad was great too. The dish was so good, I actually went back for a second helping, a very rare thing. It was delicious. These Keto people might be on to something, you know. Service here was brisk and snappy. Pleasant if you showed some interest. I’d expect nothing less. Was that a Turkish or Arab hip hop playlist that was briefly on on house sound system? It was growing on me. Vibe Kebas is a great spot for a quick tasty and cheap meal or snack. It delivers and at very reasonable prices. Highly recommended. | Wow just wow. The guy behind the counter is an absolute legend. Best snack pack in Melbourne. Crispy delicious chips, topped with cheesy goodness then topped with succulent lamb and juicy flavoursome chicken then topped with cheese again and finished with the holy trinity of sauces. BBQ, garlic and chilli. What a sight for sore eyes. This is a work of art was only $15 and it included a can of drink. Can’t get any better than this. Best snack pack in Melbourne I repeat! Can’t recommend this place enough. I am salivating thinking back on how tasty this was, thanks for this experience. Will be a night to remember",-37.8205272,144.9561929,(03) 9191 0791,"Shop 3/546 Flinders St, Melbourne VIC 3000, Australia",,ChIJJaylGVJd1moRjyu89QjaLrg,Turkish/Middle Eastern,3000
Delhi Streets,"Monday: 11:30 AM – 2:30 PM, 5:30 – 9:30 PM | Tuesday: 11:30 AM – 2:30 PM, 5:30 – 9:30 PM | Wednesday: 11:30 AM – 2:30 PM, 5:30 – 9:30 PM | Thursday: 11:30 AM – 2:30 PM, 5:30 – 9:30 PM | Friday: 11:30 AM – 2:30 PM, 5:30 – 9:30 PM | Saturday: 5:30 – 9:30 PM | Sunday: Closed",inexpensive,https://places.googleapis.com/v1/places%2FChIJW6n2CFJd1moRgzF7MAe-pSw%2Fphotos%2FAciIO2d72-GjaAexRChVf9GGa3ZaJWWPEp1kmMSg1R6mf1ut5LdEq-fn2Zlg0_fSC1M8gS0cVrRwCyCzAx4_VA1oudwCGxRpqxTB1tqPAuR0LsNNZwjCrSsuVINCLb58nQEAEIeDG43HxjmcwpC9bVaD3MH2oU1cLrDXLQx_oxVOIIV7vaust0gH-pPWxh76KNGOMqCyMyAabcQW1vRedAE6aoH834fljFIwOgRgZlbrO6Ys_uIFCA04QLhRbEl27GuNHXD05H-szaCFzMn4hzDvyXs1gHzk_5GWzLYV7FdKTIkZ4g/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.2,Indian street food & classic dishes are presented in a bright venue decorated with film posters.,-37.819834,144.9564871,(03) 9629 2620,"22 Katherine Pl, Melbourne VIC 3000, Australia",http://www.delhistreets.com.au/,ChIJW6n2CFJd1moRgzF7MAe-pSw,Indian,3000
State of Grace,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 9:00 PM,expensive,https://places.googleapis.com/v1/places%2FChIJmfW-qk1d1moRewnuCAqvfY4%2Fphotos%2FAciIO2fgh6VmzOoRu05SPWkc6hzJs81jm4R-ajZvaz65otsou_yZR41JxwI3EgZTTavzniVesnwBXcRrBiATPtUmdWnQ0sGS208ny1xJoBKeykLJLUm9CUR9QJWXC88lD4VHZKudBo7izc26QaCM-sSRbi1lTeGbvBv0RFmVW-syJRFIokyb09oc4TGeq-AcRejZVF0l5nCMWJTaDUnvu9YVXhmNOMnj3zbKFkY7fub9BnSXcopN1U3SRazYC1tohCOoAlJq8d4u6vKCXBnhzL1Y-N4PIbeYwJsabfdLUbYfElrFfA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"Restaurant and cellar bar with kitsch decor including a mounted giraffe, for Modern European food.",-37.819752,144.956983,(03) 8563 0020,"27 King St, Melbourne VIC 3000, Australia",https://stateofgracemelbourne.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_5147260064699379174,ChIJmfW-qk1d1moRewnuCAqvfY4,Other,3000
Miss Siam Thai Cuisine,Monday: 10:30 AM – 8:00 PM | Tuesday: 10:30 AM – 8:00 PM | Wednesday: 10:30 AM – 8:00 PM | Thursday: 10:30 AM – 8:00 PM | Friday: 10:30 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,inexpensive,https://places.googleapis.com/v1/places%2FChIJAdALCU5d1moRvEjyFnz1mOI%2Fphotos%2FAciIO2dvAQPvgwHvkKikg9puGvI91_lvkWgOc78S0WdSXk-FkrvomCIoiEY-UBaueqNm_KhqEnO0QAyeRfhYAsxW2d0huNaaq1n4NYZrsLurXjxbmY8WZIY5AF0B35Za3TLVDMgswWlI5zymddGWgIwOdaBrRpsJKNVGl9W0Ji9NV_eXTz3phu7XgeZcJbA7_Onlh403KCqmGxRxbsh_RYJSMn6m1iLaDKwC6GqdT9mqfnjXLoz2VsEyqDMDYpFSI9PeBGG2BEO7KjKtgW-onuFvL3_EnMILwTYMpsFySgEJZ4l0jg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.1,"I frequently purchase the Vegetarian Basil and Chili on Steamed Rice and have for many years. I rate this meal and its flavour the best Thai basil chili meal in Melbourne CBD and have recommended it to many people and taken many friends there to enjoy it. The meal includes a fried egg and cost $15.90. In the last few days/weeks, the same meal has increased $1 and no longer includes a fried egg which is now an optional extra at $3. To get the meal that once cost $15.90 is now $19.90. A massive 25% increase. The meal is small to begin with (ideal for me), but my recent experience after the price increase, was disappointing. The vegetables seem to have more inexpensive onion, it had absolutely no Thai basil in it and without the egg, the mound of rice was dry and unenjoyable. Now, at $19.90 for the same small meal with egg is not worth my money for the small portion size. Photos attached are the meal with egg at $15.90 in August 2025 and the meal in September 2025 without egg. You may think its the same, just missing the egg, but there was more changes than that. I accept an increase in meal price, especially with rising costs of ingredients, energy, store rent, staff wages, etc, but to remove the egg from the meal and charge $3 extra for an egg is excessive. Unfortunately I can no longer recommend this store to friends or ""customers"" in my line of work. I will be exploring other Thai stores. Tip for anyone who buys takeaway to eat the next day, watch the cardboard container and rice dont absorb any juices/flavours overnight because this makes the meal somewhat dry the next day. Transfer it to a plate when you get home, tilt it to keep juices away from the rice. | NAM is an incredible asset to your restaurant! Her service and the food are a perfect 1000/10! The Thai food is the best I've had, with reasonable prices and authentic Thai herbs that you can smell in every dish. We will definitely return if we are back in Melbourne!",-37.818507,144.9554839,(03) 9620 2399,"1b/568 Collins St, Melbourne VIC 3000, Australia",http://www.misssiammelbourne.com.au/,ChIJAdALCU5d1moRvEjyFnz1mOI,Thai,3000
Spicy Korea,"Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 12:00 – 3:00 PM, 5:00 – 9:00 PM | Sunday: Closed",inexpensive,https://places.googleapis.com/v1/places%2FChIJd724Ek5d1moR2cUgUlBAP40%2Fphotos%2FAciIO2dZlFpqC1QxFVmIzr_hg4qrf29AAyzRw1u3VrdU4amCBDNFh2VZA1p_KwwRKNI-ScAZfMPxOz-4OcKmBABasr302VsYzFnRdU2KF4Qi52QdIy5SO36k2Ximtwuui66US5xsRlJJn3ObFvpOS1yUdp4SJF3dk1xfFonQygvdLKVsPLsJgLF9NW-mEqMEOlLxiheRiZ2AjRneoGuyEju0lFNxWzwbB1kg-TrCQheA02Sk8PMB8CEDMZpBHim2zSnjc5FNUvK6oUOOPL8-szoaFIvvgLS4okJ2QLARcv3966ks8A/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"Had a fantastic lunch experience at Spicy Korea. The food was bursting with bold, spicy flavors—authentic and satisfying. Service was impressively fast and friendly, making it perfect for a quick yet delicious midday break. Great vibe for catching up with friends or team lunches. Highly recommend if you're craving a fiery Korean feast! | We were lucky to discover this hidden gem near Southern Cross Station. The service and food quality are top-notch! We traveled back from Philips Island at night and were cold and hungry. The hospitality and hot food from this restaurant warmed us up. The staff was so kind to bring us a high chair and wipe it for our 1-year-old toddler. The service is fast and no MSG is used. The portion is generous and value for the price. The crab meat fried rice was so delicious, and the bulgogi and stews were good too. We have stomached the food before photo. Definitely worth a revisit !",-37.8178169,144.9549406,(03) 9629 9797,"1/601 Little Collins St, Melbourne VIC 3000, Australia",https://spicykorea.store/,ChIJd724Ek5d1moR2cUgUlBAP40,Other,3000
The Alexander Bar,Monday: 4:00 – 11:00 PM | Tuesday: 4:00 – 11:00 PM | Wednesday: 4:00 – 11:00 PM | Thursday: 4:00 – 11:00 PM | Friday: 4:00 – 11:00 PM | Saturday: 4:00 – 11:00 PM | Sunday: 4:00 – 11:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJQTbROE5d1moRo369i8aUqW8%2Fphotos%2FAciIO2eF2DOulcTtAAz0K0kwhXjW0kqX1E8Mx2v_pi1p1CNNxZwxd6Vo3nkniKImLu7GnTpKARZkHYy0Mc8x3JqJaxUcFn02GhMnW3OplD3yIcv5tpVuk9eXbCzQgduA_IGx6WjKkK99QomfnqG1CAGc_xUbzrals0b_9e-LZq-_5oXRWCva0lRvMu67ViCRpgpBK-V6FzMJchxovCGwK2qk3JTOk0xm7ENbqN4ihiHZtC5g9oYFHCdBHOJklTu4EQY2GsQkjh3aA5Nyhez8Xg2FsJjQvj6RYE22yv--7-0KhkCxPg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,"Relaxed hotel restaurant with high ceilings and mirrored walls, serving Modern Australian cuisine.",-37.8178694,144.9539941,(03) 9622 8888,"630 Little Collins St, Melbourne VIC 3000, Australia",https://savoyhotelmelbourne.com/the-alexander-bar/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=alexander-bar&utm_term=plcid_11299145893770503803,ChIJQTbROE5d1moRo369i8aUqW8,Other,3000
Saint& Rogue,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: 11:30 AM – 11:00 PM | Saturday: Closed | Sunday: Closed,moderate,https://places.googleapis.com/v1/places%2FChIJ_3G_eU5d1moR5ARZDQXitHA%2Fphotos%2FAciIO2fxacdW4K0IxySrPwe702bb58p19qhSoMyf6XTPPXVoO3buOmQHgNoEG4bIU6tNWG_0KIDA1N-zwHm4L6xKkKN5cfnfzMdDRAnwRIo05_TXge8i_agq1m1kaHOsPy4U-NtWHkyshzZ8xQ4Cl3eDZcPzA9yCVtKYXSXRuZ12hfBT1ANTKr-WLeurA0MYyhBEufgXYBk79Zzendt56_sFYtu7kcDXAsDcfgDpqc_7Uha7CdocKUx7LPRXQZ57hkH6GNwfIm5ovgZw_nA8pHHR-URiHlkvII3dpAhTe8bpij_Tsg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"Refined comfort food in a rustic old-school pub over 2 levels with wood-panelled walls, and booths.",-37.8174212,144.9553607,(03) 9620 9720,"582 Little Collins St, Melbourne VIC 3000, Australia",http://www.saintandrogue.com.au/,ChIJ_3G_eU5d1moR5ARZDQXitHA,Other,3000
McDonald's,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,inexpensive,https://places.googleapis.com/v1/places%2FChIJxQuq-Exd1moRdi0og6khz8c%2Fphotos%2FAciIO2fLdUqJ0ez7ont_oWSsrNakcp1spOCCny6baiVCxKcc1gLfwbz7M8QVK_wcsiT_mJNHO6Vx_B9IOAuMzllxUzp4VJ4aZnmnFicXz-GxQIr76Pzo1Paa9RPQydk7rqZKGr9-nq_VcxWHv9rdBocvLSmiEeWCSDq85rpk94QPlW_HYQMjAMMT2Ez41LppWbnZIm-EsiK_ykQkQMbOFxYKyoAB2UW2SBqDtULekix2IGbGMFjiA1GFWqfBrS0_XQfFj5BdvzHTE_spz6IPhpAAPd7ys8jGayfDvj2Maj2rD8p1-L6pBpbId6uFLWAm2DnYNjvVa8FBIyVXdcIVTQrq0D82uZMChwr9Z4ODwI9gzvnPR8aecu0tWrcTzZY04T9J80UcIOmz_sRU2kJqQRFH6G0fuk7COXFPSuTDHWQX2LnoSQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,2.6,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",-37.8187235,144.9542788,(03) 9606 8700,"Shop G2/620 Collins St, Melbourne VIC 3000, Australia",https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=qld&utm_term=mcdonalds%20Melbourne,ChIJxQuq-Exd1moRdi0og6khz8c,Fast Food,3000
Brim CC,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: Closed | Sunday: Closed,inexpensive,https://places.googleapis.com/v1/places%2FChIJd724Ek5d1moRG4Bfrz0tRVQ%2Fphotos%2FAciIO2cvtRQeVLno1idfh9uam1gVTdWcNY56hN72A2NVs2J3qZtDYUlzk7OkZLWhH4McsPM8PKM6BJTVoDmuzOuA4IH5yvo8d2ANgXrr3R750SI9Vtde_0-HWFfAH4KgEelNX83LNEfoEX5MdP6SznMJBSYYdUjSj0n3ZbDVJkMjfxaP2QQ-GHNZgVUMDPve8YYDONTRwwkrxCyLCvI7NuNYcc5-I3B_kKDZfSypLax7UKJQHjLrZPMM6pqGKc1sSPiNfAo3AgQd-MNs6__YMqeQp9dPvwKUYUMgGTd02NdCFav-HJP-nThhkkvA86QIqvw15d60wsVExqlBjiHvISk2F2dcBF1wmbJismav8VADYR8VdYvClG98Jj2YrHIISXIqQXrKy6einiaXB4tmRlf2taJCmVuu3VMsvul-v96-DTdjQPQ_/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Trendy, minimalist cafe with wood tables and basic seating, serving ambitious organic Japanese menu.",-37.8178281,144.9549197,(03) 8672 9934,"shop 2/601 Little Collins St, Melbourne VIC 3000, Australia",http://www.brimcc-cafe.com/,ChIJd724Ek5d1moRG4Bfrz0tRVQ,Japanese,3000
Mr Huang Jin,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:30 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: Closed,moderate,https://places.googleapis.com/v1/places%2FChIJFS1cvE1d1moRuewGEtWYJjk%2Fphotos%2FAciIO2d5QiNecm-Pvn5bMwpv4gex1uW73fy0jvpw-lcDpeHybrzdZBIhZckOIGk_8HZ88KVcper4hXtskab4CvEJKH1qEvuUSaXmPUXnWo4Grqsg2v_LJUwppAKpoENQe2zowYQL_2oq_mLOaB7j1PYlAAmlKngL_3kV4RiF6RrObCNCm8swT7hMSRjfyrAD4hbuGklQtY0WZsaGeQOuN7Avx8MDNBJynCY7oThBlw5S0GRpP7qmz0vZkyKBSMZI5emJVD3ZwOMgqd34-3NYBbKjHifw261jST9Bnh3jf6u7fHk_ck9Kw6TjvIQA55_6oNJtbm8gpIXyRCdiVGE7RrsgUmGQcYbn0ajyyvHycUBztr3ks9UhG6_0dThSh_Ckw5TPUfrseQdB0CrT3KkfiBB1JXOV4LTxxah90cDImzM2QWXMbjQe/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Dumplings are the specialty at this airy, modern Taiwanese restaurant with floor-to-ceiling windows.",-37.8197681,144.9564472,(03) 9629 5452,"24 Katherine Pl, Melbourne VIC 3000, Australia",http://www.mrhuangjindumplings.com/,ChIJFS1cvE1d1moRuewGEtWYJjk,Chinese,3000
